Date,target,reduced_score,is_anomaly
2020-12-02 17:27:59.615,0,0.012156610429030157,0
2020-12-02 17:28:04.020,0,0.009471272191714397,0
2020-12-02 17:28:08.414,0,0.00833286012302037,0
2020-12-02 17:28:12.850,0,0.018173908285150087,0
2020-12-02 17:28:17.219,0,0.00024702964048628484,0
2020-12-02 17:28:21.620,0,0.01410582464982979,0
2020-12-02 17:28:26.019,0,0.011249749147615673,0
2020-12-02 17:28:30.458,0,-0.011620726480930266,1
2020-12-02 17:28:34.828,0,0.006141982722576711,0
2020-12-02 17:28:39.219,0,0.011937215559463366,0
2020-12-02 17:28:43.616,0,0.008924594482036419,0
2020-12-02 17:28:48.016,0,0.020816316429778325,0
2020-12-02 17:28:52.421,0,0.018052097024201963,0
2020-12-02 17:28:56.819,0,0.022508139998235088,0
2020-12-02 17:29:01.215,0,0.009208226114676088,0
2020-12-02 17:29:05.626,0,0.01893783256954573,0
2020-12-02 17:29:10.020,0,0.020001524468874488,0
2020-12-02 17:29:14.418,0,0.018741110291375485,0
2020-12-02 17:29:18.821,0,0.02093039922069939,0
2020-12-02 17:29:23.217,0,0.011749059181400123,0
2020-12-02 17:29:27.619,0,-0.001343060174955002,1
2020-12-02 17:29:32.020,0,0.011871530621189619,0
2020-12-02 17:29:36.416,0,0.021054484362896253,0
2020-12-02 17:29:40.816,0,0.02019950551878036,0
2020-12-02 17:29:45.221,0,0.021705436833259872,0
2020-12-02 17:29:49.621,0,0.023643761970789434,0
2020-12-02 17:29:54.015,0,0.0147679805587132,0
2020-12-02 17:29:58.419,0,0.02196145280827355,0
2020-12-02 17:30:02.816,0,0.025852630206022686,0
2020-12-02 17:30:07.226,0,0.03402055034916385,0
2020-12-02 17:30:11.616,0,0.024600580795257287,0
2020-12-02 17:30:16.016,0,0.027305465422558017,0
2020-12-02 17:30:20.416,0,0.028469281932889612,0
2020-12-02 17:30:24.821,0,0.024866099221119042,0
2020-12-02 17:30:29.220,0,0.009281472270186608,0
2020-12-02 17:30:33.621,0,0.022875139315082338,0
2020-12-02 17:30:38.018,0,0.02589599508117779,0
2020-12-02 17:30:42.418,0,0.0192783759115448,0
2020-12-02 17:30:46.817,0,0.0320944235070707,0
2020-12-02 17:30:51.221,0,0.027110251841266142,0
2020-12-02 17:30:55.620,0,0.03895748352548267,0
2020-12-02 17:31:00.026,0,0.03912806456079937,0
2020-12-02 17:31:04.421,0,0.028334911024077536,0
2020-12-02 17:31:08.821,0,0.022451446139226783,0
2020-12-02 17:31:13.223,0,0.01476981477179018,0
2020-12-02 17:31:17.617,0,0.03457900875155262,0
2020-12-02 17:31:22.016,0,0.027860490413676553,0
2020-12-02 17:31:26.417,0,0.026648102227698423,0
2020-12-02 17:31:30.818,0,0.02170184821563015,0
2020-12-02 17:31:35.220,0,0.016245359930111003,0
2020-12-02 17:31:39.621,0,0.025118894757578336,0
2020-12-02 17:31:44.025,0,0.02664371638517815,0
2020-12-02 17:31:48.417,0,0.028241447489640137,0
2020-12-02 17:31:52.822,0,0.016473669160121163,0
2020-12-02 17:31:57.220,0,0.03046157946684508,0
2020-12-02 17:32:01.621,0,0.031152728676544672,0
2020-12-02 17:32:06.019,0,0.011278101683800168,0
2020-12-02 17:32:10.426,0,0.024519905747597548,0
2020-12-02 17:32:14.827,0,0.019441552723730937,0
2020-12-02 17:32:19.224,0,0.026557693196142762,0
2020-12-02 17:32:23.622,0,0.029351508618412958,0
2020-12-02 17:32:28.023,0,0.03221923547397271,0
2020-12-02 17:32:32.421,0,0.02005748482385894,0
2020-12-02 17:32:36.822,0,0.028815767341278276,0
2020-12-02 17:32:41.223,0,0.031412563062529375,0
2020-12-02 17:32:45.621,0,0.02046836366557736,0
2020-12-02 17:32:50.022,0,0.013645719342786689,0
2020-12-02 17:32:54.438,0,0.020429195259223154,0
2020-12-02 17:32:58.818,0,0.027560430685767523,0
2020-12-02 17:33:03.219,0,0.026485618220098428,0
2020-12-02 17:33:07.621,0,0.019482870698184773,0
2020-12-02 17:33:12.019,0,0.02882518945513657,0
2020-12-02 17:33:16.423,0,0.020480085938007098,0
2020-12-02 17:33:20.817,0,0.002971768607195835,0
2020-12-02 17:33:25.224,0,0.02352837144322839,0
2020-12-02 17:33:29.623,0,0.02917179545126103,0
2020-12-02 17:33:34.022,0,0.029468795314651464,0
2020-12-02 17:33:38.422,0,0.030631495109514684,0
2020-12-02 17:33:42.823,0,0.03720747079923775,0
2020-12-02 17:33:47.219,0,-0.01391552782949812,1
2020-12-02 17:33:51.618,0,0.02559125922612293,0
2020-12-02 17:33:56.018,0,0.012874498273532597,0
2020-12-02 17:34:00.478,0,0.028420280968642075,0
2020-12-02 17:34:04.820,0,0.03630572156401446,0
2020-12-02 17:34:09.225,0,0.029588991082906302,0
2020-12-02 17:34:13.621,0,0.011301944206533188,0
2020-12-02 17:34:18.019,0,0.01142338638916951,0
2020-12-02 17:34:22.418,0,0.02597791620663148,0
2020-12-02 17:34:26.819,0,0.01818391692354049,0
2020-12-02 17:34:31.223,0,0.022761335382114667,0
2020-12-02 17:34:35.623,0,0.008650035303085613,0
2020-12-02 17:34:40.025,0,0.02849486162502135,0
2020-12-02 17:34:44.419,0,0.02252241994129811,0
2020-12-02 17:34:48.820,0,0.02991832517024634,0
2020-12-02 17:34:53.258,0,0.029446243172054964,0
2020-12-02 17:34:57.623,0,0.030118145343242975,0
2020-12-02 17:35:02.022,0,0.03155652115067026,0
2020-12-02 17:35:06.421,0,0.016958172255529202,0
2020-12-02 17:35:10.825,0,0.03362738396307374,0
2020-12-02 17:35:15.222,0,0.02023925457575404,0
2020-12-02 17:35:19.619,0,0.03293513085627919,0
2020-12-02 17:35:24.020,0,0.03209784213336986,0
2020-12-02 17:35:28.420,0,0.024888883835033515,0
2020-12-02 17:35:32.823,0,0.028885702596867402,0
2020-12-02 17:35:37.224,0,0.0336982484238168,0
2020-12-02 17:35:41.619,0,0.02667620099773549,0
2020-12-02 17:35:46.020,0,0.02515675481207791,0
2020-12-02 17:35:50.422,0,0.03222265926226581,0
2020-12-02 17:35:54.820,0,0.02601896436486173,0
2020-12-02 17:35:59.225,0,0.028290809445098264,0
2020-12-02 17:36:03.621,0,0.020522839190472153,0
2020-12-02 17:36:08.020,0,0.028773137348131694,0
2020-12-02 17:36:12.424,0,0.02936746121957362,0
2020-12-02 17:36:16.825,0,0.019779409455655372,0
2020-12-02 17:36:21.221,0,0.02044067253252302,0
2020-12-02 17:36:25.620,0,0.023697280489202055,0
2020-12-02 17:36:30.020,0,0.02611417771579727,0
2020-12-02 17:36:34.424,0,0.019939288504309483,0
2020-12-02 17:36:38.835,0,0.017653021993860762,0
2020-12-02 17:36:43.227,0,0.017068467050610603,0
2020-12-02 17:36:47.621,0,0.020879468027594994,0
2020-12-02 17:36:52.021,0,0.02558992196680021,0
2020-12-02 17:36:56.424,0,0.03440616534783353,0
2020-12-02 17:37:00.822,0,0.043999101757471404,0
2020-12-02 17:37:05.221,0,0.07428797125284542,0
2020-12-02 17:37:09.622,0,0.05890561448729231,0
2020-12-02 17:37:14.027,0,0.0807015046087815,0
2020-12-02 17:37:18.424,0,0.02910091580302715,0
2020-12-02 17:37:22.822,0,0.05714412576221878,0
2020-12-02 17:37:27.229,0,0.05158519040296239,0
2020-12-02 17:37:31.625,0,0.007974744516346388,0
2020-12-02 17:37:36.042,0,-0.006903670420665198,1
2020-12-02 17:37:40.427,0,-0.006855330489624056,1
2020-12-02 17:37:44.820,0,-0.017019397864120434,1
2020-12-02 17:37:49.228,0,-0.008211874503113226,1
2020-12-02 17:37:53.629,0,-0.0077754488391555965,1
2020-12-02 17:37:58.022,0,-0.009544166899730366,1
2020-12-02 17:38:02.535,0,-0.01011757066500385,1
2020-12-02 17:38:06.825,0,-0.006389692358871768,1
2020-12-02 17:38:11.231,0,-0.006119023246760391,1
2020-12-02 17:38:15.626,0,-0.010871555867872917,1
2020-12-02 17:38:20.020,0,-0.010605821439032326,1
2020-12-02 17:38:24.427,0,-0.011750638064295882,1
2020-12-02 17:38:28.827,0,-0.01728591266654944,1
2020-12-02 17:38:33.221,0,-0.010828673812803946,1
2020-12-02 17:38:37.625,0,-0.006055315514779114,1
2020-12-02 17:38:42.023,0,-0.013292336177993413,1
2020-12-02 17:38:46.424,0,-0.0074720155316213566,1
2020-12-02 17:38:50.832,0,-0.007130742363092968,1
2020-12-02 17:38:55.224,0,-0.008759975792135388,1
2020-12-02 17:38:59.621,0,-0.008285424624378757,1
2020-12-02 17:39:04.026,0,-0.010422441899037516,1
2020-12-02 17:39:08.422,0,-0.013159189611205435,1
2020-12-02 17:39:12.821,0,-0.013511449058115299,1
2020-12-02 17:39:17.227,0,-0.005089345615414964,1
2020-12-02 17:39:21.621,0,-0.007213068074221285,1
2020-12-02 17:39:26.027,0,-0.006059593361197102,1
2020-12-02 17:39:30.482,0,-0.015939653945823973,1
2020-12-02 17:39:34.822,0,-0.015896352645148104,1
2020-12-02 17:39:39.308,0,-0.013137178060126264,1
2020-12-02 17:39:43.627,0,-0.009542017637533484,1
2020-12-02 17:39:48.021,0,-0.022541935886838282,1
2020-12-02 17:39:52.432,0,-0.001715983750689487,1
2020-12-02 17:39:56.823,0,-0.003315428666685105,1
2020-12-02 17:40:01.227,0,-0.005985526223300175,1
2020-12-02 17:40:05.627,0,-0.012210268170157912,1
2020-12-02 17:40:10.028,0,-0.00897167818891309,1
2020-12-02 17:40:14.428,0,-0.007850423679821472,1
2020-12-02 17:40:18.823,0,-0.01926984173650781,1
2020-12-02 17:40:23.223,0,-0.012291097913405435,1
2020-12-02 17:40:27.623,0,-0.012547098609988039,1
2020-12-02 17:40:32.111,0,-0.017664546073046572,1
2020-12-02 17:40:36.428,0,-0.024793411491194517,1
2020-12-02 17:40:40.823,0,-0.007174662710483393,1
2020-12-02 17:40:45.222,0,-0.013630276786788964,1
2020-12-02 17:40:49.699,0,-0.01872673683958459,1
2020-12-02 17:40:54.242,0,-0.01995722936363542,1
2020-12-02 17:40:58.626,0,-0.021473360768131444,1
2020-12-02 17:41:03.025,0,-0.021666783300969827,1
2020-12-02 17:41:07.423,0,-0.013282301806248897,1
2020-12-02 17:41:11.833,0,-0.007927693202808284,1
2020-12-02 17:41:16.283,0,-0.008637554469524744,1
2020-12-02 17:41:20.631,0,-0.025685364146032175,1
2020-12-02 17:41:25.022,0,-0.022248211405396123,1
2020-12-02 17:41:29.423,0,-0.026537178623731394,1
2020-12-02 17:41:33.825,0,-0.03829101048350203,1
2020-12-02 17:41:38.225,0,-0.0091485524938546,1
2020-12-02 17:41:42.628,0,-0.011272951428785372,1
2020-12-02 17:41:47.027,0,-0.01047099248353589,1
2020-12-02 17:41:51.423,0,-0.018109324917160996,1
2020-12-02 17:41:55.825,0,-0.01750807550248923,1
2020-12-02 17:42:00.223,0,-0.01612100507850278,1
2020-12-02 17:42:04.623,0,-0.008569185365352783,1
2020-12-02 17:42:09.028,0,-0.02456319244839511,1
2020-12-02 17:42:13.424,0,-0.00781291620586444,1
2020-12-02 17:42:17.824,0,-0.015834663590831743,1
2020-12-02 17:42:22.225,0,-0.01673758865324948,1
2020-12-02 17:42:26.633,0,-0.016127276200159524,1
2020-12-02 17:42:31.026,0,-0.016410694539474524,1
2020-12-02 17:42:35.464,0,-0.022276292673231057,1
2020-12-02 17:42:39.824,0,-0.018501472683647546,1
2020-12-02 17:42:44.225,0,-0.012527446569933653,1
2020-12-02 17:42:48.625,0,-0.026685565471880945,1
2020-12-02 17:42:53.185,0,-0.022240675618351635,1
2020-12-02 17:42:57.632,0,-0.023532867027737936,1
2020-12-02 17:43:02.028,0,-0.028415373527701515,1
2020-12-02 17:43:06.530,0,-0.029000425175685685,1
2020-12-02 17:43:10.827,0,-0.019818071152105987,1
2020-12-02 17:43:15.227,1,-0.10590702262161633,1
2020-12-02 17:43:19.625,0,-0.07482140789282687,1
2020-12-02 17:43:24.024,1,-0.14660763686045475,1
2020-12-02 17:51:24.428,0,0.01063732035816578,0
2020-12-02 17:51:28.829,0,0.042658103543523396,0
2020-12-02 17:51:33.298,0,0.04201314520968541,0
2020-12-02 17:51:37.632,0,0.03134276793188273,0
2020-12-02 17:51:42.029,0,0.03736829131255265,0
2020-12-02 17:51:46.429,0,0.04568337113059662,0
2020-12-02 17:51:50.832,0,0.029502951067207406,0
2020-12-02 17:51:55.230,0,0.026956831410440696,0
2020-12-02 17:51:59.694,0,0.0118940151449215,0
2020-12-02 17:52:04.035,0,0.029486329687816948,0
2020-12-02 17:52:08.435,0,0.01722606296228446,0
2020-12-02 17:52:12.832,0,0.007546167174545371,0
2020-12-02 17:52:17.228,0,0.0232979715919307,0
2020-12-02 17:52:21.631,0,0.015689460271310796,0
2020-12-02 17:52:26.034,0,0.024245760783425996,0
2020-12-02 17:52:30.434,0,0.003693129666056838,0
2020-12-02 17:52:34.833,0,0.02413747849008263,0
2020-12-02 17:52:39.229,0,0.024975558516498686,0
2020-12-02 17:52:43.632,0,-0.006403344700117608,1
2020-12-02 17:52:48.030,0,0.01794707701994691,0
2020-12-02 17:52:52.434,0,-0.022863642759045955,1
2020-12-02 17:52:56.828,0,0.028291329190304804,0
2020-12-02 17:53:01.229,0,0.01952899650036677,0
2020-12-02 17:53:05.629,0,0.02799782542578677,0
2020-12-02 17:53:10.028,0,0.02355810816804904,0
2020-12-02 17:53:14.428,0,0.028406395393209327,0
2020-12-02 17:53:18.829,0,0.026316537223941006,0
2020-12-02 17:53:23.234,0,0.026865671789477963,0
2020-12-02 17:53:27.634,0,0.030849242704244828,0
2020-12-02 17:53:32.030,0,0.030896319085029267,0
2020-12-02 17:53:36.428,0,0.019167920735479127,0
2020-12-02 17:53:40.864,0,0.02119524892142166,0
2020-12-02 17:53:45.234,0,0.02372639647910446,0
2020-12-02 17:53:49.926,0,0.020004628379044154,0
2020-12-02 17:53:54.429,0,0.020235968023825657,0
2020-12-02 17:53:58.833,0,0.019201996790778275,0
2020-12-02 17:54:03.236,0,0.022162551571135336,0
2020-12-02 17:54:07.628,0,0.011018392169235502,0
2020-12-02 17:54:12.034,0,0.034926466609075335,0
2020-12-02 17:54:16.436,0,0.03588204833642983,0
2020-12-02 17:54:20.836,0,0.05443739097238409,0
2020-12-02 17:54:25.233,0,0.07449199498566245,0
2020-12-02 17:54:29.634,0,0.07731491589256168,0
2020-12-02 17:54:34.035,0,0.08245653192178448,0
2020-12-02 17:54:38.430,1,0.08249325890233822,0
2020-12-02 17:54:42.831,1,0.05202044259523203,0
2020-12-02 17:54:47.231,0,0.027302002895173094,0
2020-12-02 17:54:51.630,1,-0.0015848980154505865,1
2020-12-02 17:54:56.042,1,-0.03704524346961324,1
2020-12-02 17:55:00.432,1,-0.03208514261088913,1
2020-12-02 17:55:04.830,1,-0.020752312775171533,1
2020-12-02 17:55:09.231,0,-0.052942465013075535,1
2020-12-02 17:55:13.630,1,-0.1141936023492357,1
2020-12-02 17:55:18.159,1,-0.0083574163108453,1
2020-12-02 17:55:22.631,1,0.00013175111498742176,0
2020-12-02 17:55:27.036,1,-0.001179705395269126,1
2020-12-02 17:55:31.438,1,0.0059933153510177695,0
2020-12-02 17:55:35.836,0,0.006511241390247391,0
2020-12-02 17:55:40.231,1,0.012418096122849831,0
2020-12-02 17:55:44.631,1,0.007150267010752165,0
2020-12-02 17:55:49.031,0,0.018129765634167017,0
2020-12-02 17:55:53.432,0,0.008795179074075121,0
2020-12-02 17:55:57.837,0,-0.0006891394637016379,1
2020-12-02 17:56:02.232,0,-0.002474326866598431,1
2020-12-02 17:56:06.632,0,0.0003918238217877068,0
2020-12-02 17:56:11.034,0,-0.005706199671552836,1
2020-12-02 17:56:15.432,0,-0.009685380417742251,1
2020-12-02 17:56:19.835,0,-0.015791760765807572,1
2020-12-02 17:56:24.238,0,-0.008483131475654937,1
2020-12-02 17:56:28.634,0,-0.004084972957634991,1
2020-12-02 17:56:33.033,0,-0.0019718169180769074,1
2020-12-02 17:56:37.432,1,-0.0038986566533144584,1
2020-12-02 17:56:41.833,1,-0.005534224820366251,1
2020-12-02 17:56:46.235,1,0.0014468412643537931,0
2020-12-02 17:56:50.668,0,0.00015332382855315352,0
2020-12-02 17:56:55.034,0,-0.0021802574003007003,1
2020-12-02 17:56:59.433,1,-0.02528879730073952,1
2020-12-02 17:57:03.839,1,-0.06641002948088637,1
2020-12-02 17:57:08.236,1,-0.02791276292295941,1
2020-12-02 17:57:12.724,1,-0.04168683887660962,1
2020-12-02 17:57:17.034,1,-0.06380814535279866,1
2020-12-02 17:57:21.435,1,-0.04018672822286007,1
2020-12-02 17:57:25.840,1,-0.053150237038170234,1
2020-12-02 17:57:30.233,1,-0.052684573732994955,1
2020-12-02 17:57:34.640,1,-0.06362301766039014,1
2020-12-02 17:57:39.035,1,-0.07467694130860181,1
2020-12-02 17:57:43.480,1,-0.06564202994715196,1
2020-12-02 17:57:47.841,1,-0.07000137209688273,1
2020-12-02 17:57:52.235,1,-0.07263776806853328,1
2020-12-02 17:57:56.635,1,-0.07531765092730947,1
2020-12-02 17:58:01.040,1,-0.049631838634363934,1
2020-12-02 17:58:05.436,1,-0.06374438925088277,1
2020-12-02 17:58:09.841,1,-0.04544001980098278,1
2020-12-02 17:58:14.236,1,-0.026169384685753028,1
2020-12-02 17:58:18.640,1,-0.04403720978188663,1
2020-12-02 17:58:23.041,1,-0.05821541025064281,1
2020-12-02 17:58:27.438,0,-0.03875279026725009,1
2020-12-02 17:58:31.843,1,-0.043845471660827195,1
2020-12-02 17:58:36.248,0,-0.037643276231772105,1
2020-12-02 17:58:40.643,1,-0.03868541731331043,1
2020-12-02 17:58:45.037,0,-0.03430453474180262,1
2020-12-02 17:58:49.445,0,-0.04956492583493943,1
2020-12-02 17:58:53.969,1,-0.05075409182912016,1
2020-12-02 17:58:58.438,1,-0.050529879488394824,1
2020-12-02 17:59:02.842,1,-0.05506705593185324,1
2020-12-02 17:59:07.243,0,-0.035882803241625516,1
2020-12-02 17:59:11.640,0,-0.03925246475369948,1
2020-12-02 17:59:16.038,0,-0.03865594988396326,1
2020-12-02 17:59:20.440,0,-0.03666644638708105,1
2020-12-02 17:59:24.844,1,-0.04022488923941825,1
2020-12-02 17:59:29.243,0,-0.03626727871297719,1
2020-12-02 17:59:33.639,1,-0.05267868186433655,1
2020-12-02 17:59:38.040,1,-0.054510110882421414,1
2020-12-02 17:59:42.442,0,-0.0539550068998671,1
2020-12-02 17:59:46.840,0,-0.01460280096800426,1
2020-12-02 17:59:51.239,0,-0.007366526263362871,1
2020-12-02 17:59:55.643,0,-0.028982117254524487,1
2020-12-02 18:00:00.039,0,-0.0035259598358173827,1
2020-12-02 18:00:04.441,0,0.0016208360044523973,0
2020-12-02 18:00:08.846,1,-0.030394362269219877,1
2020-12-02 18:00:13.241,0,-0.007837200052539739,1
2020-12-02 18:00:17.641,0,-0.0012541784731926464,1
2020-12-02 18:00:22.045,0,-0.0017419644049329053,1
2020-12-02 18:00:26.448,0,-0.015784999747297745,1
2020-12-02 18:00:30.841,1,-0.1226762631319086,1
2020-12-02 18:00:35.242,1,-0.10669904992325308,1
