Date,speed_rpm,speed_Hz,Current,Voltage,temp_mot,temp_amb,1x[Vibration],2x[Vibration],3x[Vibration],4x[Vibration],5x[Vibration],6x[Vibration],7x[Vibration],8x[Vibration],9x[Vibration],10x[Vibration],1x[Current],2x[Current],3x[Current],4x[Current],5x[Current],6x[Current],7x[Current],8x[Current],9x[Current],10x[Current],1x[Voltage],2x[Voltage],3x[Voltage],4x[Voltage],5x[Voltage],6x[Voltage],7x[Voltage],8x[Voltage],9x[Voltage],10x[Voltage],0-4k_Hz[Vibration],4k-8k_Hz[Vibration],8k-16kHz[Vibration],16k-26kHz[Vibration],0-4k_Hz[Current],4k-8k_Hz[Current],8k-16kHz[Current],16k-26kHz[Current],0-4k_Hz[Voltage],4k-8k_Hz[Voltage],8k-16kHz[Voltage],16k-26kHz[Voltage],Anomaly_Count,Anomaly,Anomaly_Details,target,score,pred,target_eval,is_fp,speed_bin,current_bin,temp_bin
2020-12-02 17:31:04.421,7903.997615,131.733294,1.513858,2.963764,35.634764,21.809251,0.2644,0.080378,0.173388,0.057108,0.242556,0.326791,0.662916,0.183602,0.755042,0.665203,0.020671,0.022195,0.022937,0.016775,0.011605,0.390194,0.012454,0.010052,0.073541,0.016161,0.003883,0.003542,0.00331,0.003617,0.003962,0.003776,0.002674,0.0031,0.0031,0.003181,13.411857,11.13164,39.761179,27.880313,3.977663,3.107373,4.996478,5.186519,1.911866,1.867628,3.682165,4.398984,0,Normal,,0,0.005842707551613757,0,0,False,"(7875.089, 7907.97]","(1.499, 1.67]","(34.421, 36.997]"
2020-12-02 17:31:08.821,7889.856742,131.497612,1.462934,2.969451,35.705853,21.813183,0.195221,0.109303,0.134845,0.06238,0.209219,0.310217,0.568012,0.245221,0.374067,0.521128,0.02355,0.024652,0.024064,0.020316,0.016853,0.371229,0.012526,0.017146,0.060363,0.021777,0.005151,0.004443,0.004173,0.004939,0.003861,0.003907,0.005169,0.026032,0.004995,0.00441,11.338648,9.029607,36.730407,25.792205,4.234955,3.112018,5.233925,5.585292,1.909134,1.828884,3.647399,4.428119,0,Normal,,0,0.008569530355151955,0,0,False,"(7875.089, 7907.97]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:31:13.223,7900.279392,131.671323,1.217867,2.992514,35.728277,21.848807,0.201002,0.110071,0.086103,0.058463,0.266812,0.269561,0.420118,0.199404,0.163353,0.514886,0.022399,0.028112,0.021373,0.016373,0.016342,0.361541,0.016745,0.013216,0.055094,0.015451,0.008788,0.008412,0.007643,0.006892,0.008326,0.007565,0.007558,0.008393,0.008683,0.00837,9.897196,8.307185,32.580376,22.135763,4.072042,3.073082,5.353119,5.820257,2.020479,1.959615,3.907014,4.694214,0,Normal,,0,0.0009930722375072198,0,0,False,"(7875.089, 7907.97]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:31:17.617,7873.219001,131.220317,1.679357,2.956813,35.776357,21.813201,0.244764,0.060338,0.103934,0.067762,0.359693,0.170338,0.680087,0.143391,0.119079,0.532698,0.061581,0.043136,0.047604,0.034933,0.027583,0.295448,0.022503,0.015444,0.062703,0.023336,0.010001,0.007839,0.009062,0.007048,0.008343,0.026322,0.008209,0.006913,0.009475,0.007098,12.349548,9.469427,38.92858,23.556445,4.779386,3.675813,6.423293,7.130349,2.193615,2.104978,4.242612,5.047038,0,Normal,,0,-0.0010240604701698963,0,0,False,"(6198.0869999999995, 7875.089]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:31:22.016,7951.204447,132.520074,1.596607,2.959657,35.813166,21.813495,0.253661,0.070596,0.101423,0.068069,0.453458,0.101499,0.769187,0.19983,0.418476,0.58084,0.04058,0.038187,0.042402,0.036462,0.018448,0.356084,0.023689,0.014791,0.063138,0.024649,0.006704,0.007917,0.00841,0.008021,0.006543,0.029484,0.006694,0.006542,0.010472,0.007659,12.90388,10.116116,38.253338,25.434628,4.788453,3.687778,6.228675,6.94861,2.034664,1.970287,3.935498,4.667513,0,Normal,,0,0.001380150651875911,0,0,False,"(7907.97, 8068.484]","(1.499, 1.67]","(34.421, 36.997]"
2020-12-02 17:31:26.417,7916.534914,131.942249,1.768473,2.946388,35.883788,21.800703,0.254082,0.075121,0.112785,0.058926,0.560631,0.055312,0.876422,0.229443,0.785171,0.511081,0.031421,0.043273,0.035005,0.039325,0.021252,0.367226,0.022667,0.017353,0.068281,0.022835,0.006669,0.005311,0.005121,0.004091,0.005365,0.005096,0.004761,0.005024,0.005283,0.005522,13.328565,10.327572,40.850488,22.043721,5.095359,4.021757,7.049503,7.85124,2.014099,1.974266,3.897229,4.666382,0,Normal,,0,-0.005431507436787109,0,0,False,"(7907.97, 8068.484]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:31:30.818,7886.095355,131.434923,1.497944,2.966291,35.924093,21.798625,0.116216,0.058693,0.083008,0.036178,0.41453,0.097805,0.653105,0.258102,0.560288,0.32967,0.042486,0.041925,0.043398,0.039158,0.022321,0.310206,0.024953,0.016979,0.06473,0.02655,0.007582,0.009809,0.00742,0.009301,0.007493,0.025756,0.007243,0.008238,0.008382,0.008332,10.840518,8.295167,32.886032,20.116125,5.213608,4.040757,7.373333,8.327379,2.233446,2.237773,4.43222,5.276109,0,Normal,,0,0.0013159054060448705,0,0,False,"(7875.089, 7907.97]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:31:35.220,7843.316858,130.721948,1.431108,2.970399,36.011111,21.810565,0.257762,0.105271,0.174765,0.069841,0.647546,0.266162,0.843519,0.414397,0.698917,0.391,0.070203,0.047803,0.0446,0.034951,0.033233,0.515354,0.043101,0.02133,0.083808,0.022508,0.010582,0.008479,0.006801,0.007864,0.00802,0.041446,0.009292,0.007768,0.009838,0.007778,15.688616,12.262017,53.686995,27.90005,6.256879,4.366179,7.304107,8.196263,2.296038,2.282203,4.456852,5.37611,0,Normal,,0,-0.002337978895326276,0,0,False,"(6198.0869999999995, 7875.089]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:31:39.621,7877.757971,131.295966,1.593425,2.961237,36.049298,21.834803,0.252103,0.060197,0.173841,0.047013,0.52863,0.240772,0.548678,0.316279,0.565754,0.235023,0.040435,0.03166,0.040511,0.027406,0.018614,0.313116,0.01954,0.012491,0.06579,0.022924,0.00601,0.004466,0.005601,0.00479,0.005853,0.005232,0.006205,0.006762,0.005457,0.006402,12.282524,8.692629,35.617414,21.719382,4.39639,3.265984,5.612215,6.13907,2.137949,2.054837,4.063622,4.835978,0,Normal,,0,0.003498695661863005,0,0,False,"(7875.089, 7907.97]","(1.499, 1.67]","(34.421, 36.997]"
2020-12-02 17:31:44.025,7883.194484,131.386575,1.580694,2.959657,36.097073,21.818117,0.126117,0.067485,0.149089,0.061837,0.558766,0.342457,0.572254,0.387068,0.697248,0.074273,0.048721,0.039036,0.0334,0.026702,0.026554,0.368878,0.029918,0.024023,0.070015,0.016188,0.008358,0.008207,0.008,0.006543,0.00682,0.029726,0.007477,0.007984,0.007702,0.006795,12.142201,8.792694,36.069932,21.672227,4.933876,3.522593,6.272688,6.923935,2.034169,1.929327,3.999353,4.73745,0,Normal,,0,0.003958290338479387,0,0,False,"(7875.089, 7907.97]","(1.499, 1.67]","(34.421, 36.997]"
2020-12-02 17:31:48.417,7895.42725,131.590454,1.819396,2.94386,36.13608,21.840969,0.159108,0.090318,0.220018,0.068756,0.559787,0.285231,0.39275,0.264054,0.651864,0.153064,0.035607,0.042214,0.041232,0.029558,0.018228,0.317039,0.017617,0.014574,0.06034,0.021343,0.005833,0.006311,0.007407,0.006742,0.007918,0.006951,0.007001,0.007441,0.00744,0.00709,11.376723,8.062345,34.073142,20.236143,4.471537,3.345488,5.9816,6.518506,2.078054,2.039293,4.117649,4.886129,0,Normal,,0,0.010413541293635142,0,0,False,"(7875.089, 7907.97]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:31:52.822,7880.717437,131.345291,1.287887,2.979877,36.138817,21.821566,0.143875,0.082892,0.223448,0.063071,0.541927,0.352238,0.592067,0.435547,0.750158,0.319891,0.030504,0.03244,0.039584,0.026576,0.018778,0.420815,0.021539,0.014162,0.084818,0.025197,0.006788,0.007514,0.008021,0.006925,0.006044,0.033311,0.006395,0.006498,0.009214,0.006363,13.852248,10.350545,47.764472,27.476452,4.656923,3.35221,5.40098,5.797726,1.84754,1.766083,3.515833,4.206144,0,Normal,,0,0.005373418027536658,0,0,False,"(7875.089, 7907.97]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:31:57.220,7879.923445,131.332057,1.660261,2.953654,36.202379,21.836016,0.11946,0.06404,0.187238,0.047106,0.417147,0.261227,0.483439,0.350671,0.411948,0.322271,0.032056,0.031022,0.037677,0.025933,0.020888,0.336312,0.019339,0.01283,0.075975,0.024791,0.005188,0.006092,0.005519,0.006479,0.005128,0.006872,0.005318,0.005476,0.007111,0.005295,11.389421,8.660549,39.805128,21.094792,4.474408,3.459099,5.849524,6.601098,2.000874,1.979509,3.928877,4.729835,0,Normal,,0,0.006427112776687172,0,0,False,"(7875.089, 7907.97]","(1.499, 1.67]","(34.421, 36.997]"
2020-12-02 17:32:01.621,7849.817278,130.830288,1.669809,2.954602,36.262556,21.871802,0.173856,0.098873,0.281378,0.051979,0.41804,0.237659,0.506786,0.34676,0.113895,0.395611,0.039375,0.041704,0.056709,0.034927,0.025874,0.345769,0.020925,0.013821,0.071894,0.023804,0.006871,0.006778,0.005097,0.00665,0.005914,0.007595,0.006225,0.004654,0.005515,0.005837,12.09577,9.29618,44.515707,22.424661,4.596628,3.6272,6.23989,6.768877,2.002399,2.018795,3.979851,4.810811,0,Normal,,0,0.006137084166804474,0,0,False,"(6198.0869999999995, 7875.089]","(1.499, 1.67]","(34.421, 36.997]"
2020-12-02 17:32:06.019,7827.312922,130.455215,1.319713,2.973874,36.273814,21.850309,0.224821,0.095794,0.154022,0.039167,0.370338,0.18202,0.327367,0.251685,0.274915,0.302514,0.049214,0.05014,0.043483,0.030248,0.027448,0.28229,0.028451,0.017093,0.061127,0.023216,0.008586,0.007039,0.008416,0.007522,0.007202,0.008969,0.009798,0.007628,0.00796,0.008521,11.10388,8.252364,34.251836,17.675372,4.586808,3.425271,6.016928,6.666363,2.032701,1.986293,3.933066,4.734469,0,Normal,,0,-0.00028450882476183104,0,0,False,"(6198.0869999999995, 7875.089]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:32:10.426,7821.498297,130.358305,1.76529,2.945756,36.278793,21.842785,0.122529,0.066151,0.187444,0.022238,0.273562,0.205525,0.120899,0.256886,0.557641,0.284579,0.05207,0.050873,0.061716,0.046136,0.040575,0.357494,0.040186,0.02073,0.076995,0.036667,0.008912,0.00768,0.00914,0.007292,0.008777,0.030478,0.008155,0.005871,0.010231,0.006895,10.232846,9.070117,46.227229,23.194336,5.39364,4.012556,7.084035,7.787499,2.214171,2.082835,4.218062,5.009941,0,Normal,,0,0.002426378197832091,0,0,False,"(6198.0869999999995, 7875.089]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:32:14.827,7821.036918,130.350615,1.485213,2.96566,36.339985,21.838582,0.249481,0.079955,0.221546,0.014532,0.196144,0.263859,0.200518,0.190294,0.496119,0.219427,0.075367,0.064421,0.074956,0.055929,0.043893,0.419522,0.042376,0.025116,0.077139,0.037198,0.009496,0.00805,0.010103,0.008457,0.007708,0.036741,0.007353,0.006646,0.009723,0.007452,11.050639,8.432869,40.645862,21.5202,5.558914,3.873282,6.793553,7.626983,2.159437,2.08827,4.160795,4.997199,0,Normal,,0,0.0012383155654244193,0,0,False,"(6198.0869999999995, 7875.089]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:32:19.224,7857.151121,130.952519,1.631617,2.954286,36.354864,21.855493,0.116085,0.060031,0.154518,0.011529,0.171409,0.258524,0.341948,0.087869,0.256169,0.272747,0.057758,0.059624,0.060269,0.046772,0.043659,0.369315,0.039904,0.034765,0.059971,0.038815,0.008414,0.007571,0.009582,0.007952,0.008674,0.031257,0.007522,0.007272,0.009695,0.00694,9.603038,7.579149,31.692735,17.267698,5.590721,4.246307,7.470143,8.532896,2.181943,2.126322,4.200112,5.019398,0,Normal,,0,0.008721367716481021,0,0,False,"(6198.0869999999995, 7875.089]","(1.499, 1.67]","(34.421, 36.997]"
2020-12-02 17:32:23.622,7860.947088,131.015785,1.593425,2.960605,36.389214,21.855161,0.222457,0.112184,0.198234,0.022305,0.190728,0.29184,0.530707,0.12456,0.264682,0.415418,0.055672,0.057591,0.058821,0.047633,0.043667,0.442522,0.042397,0.030132,0.068949,0.038379,0.009189,0.009147,0.009341,0.009036,0.007546,0.038086,0.008619,0.008469,0.010466,0.007728,12.215316,10.795262,53.632853,28.065969,6.041164,4.589681,7.578072,8.433014,2.146885,2.119176,4.194663,4.991705,0,Normal,,0,0.008829537320933056,0,0,False,"(6198.0869999999995, 7875.089]","(1.499, 1.67]","(34.421, 36.997]"
2020-12-02 17:32:28.023,7880.81998,131.347,1.803482,2.944492,36.439912,21.829992,0.234107,0.060624,0.1653,0.027782,0.201016,0.232325,0.49275,0.090165,0.327938,0.426446,0.033504,0.020626,0.026206,0.020416,0.022709,0.311138,0.017046,0.020152,0.053827,0.022194,0.00685,0.006627,0.006331,0.006795,0.006581,0.006491,0.006936,0.005482,0.005293,0.00692,10.247805,8.606353,41.442681,21.456341,4.71822,3.794758,6.539081,7.32829,2.165204,2.127916,4.176277,5.022584,0,Normal,,0,0.00850345997484181,0,0,False,"(7875.089, 7907.97]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:32:32.421,7850.07216,130.834536,1.504309,2.964396,36.468194,21.841627,0.156075,0.095924,0.139622,0.040525,0.173674,0.167545,0.430022,0.056689,0.314328,0.419733,0.034827,0.028961,0.022112,0.016507,0.015193,0.257802,0.015818,0.018845,0.054671,0.0215,0.007073,0.007027,0.006841,0.005269,0.005674,0.023103,0.006358,0.006819,0.008429,0.005261,9.290794,7.655806,33.223983,18.359625,4.48716,3.63438,6.351292,7.105694,2.101097,2.0876,4.118268,4.918624,0,Normal,,0,0.01170766521549993,0,0,False,"(6198.0869999999995, 7875.089]","(1.499, 1.67]","(34.421, 36.997]"
2020-12-02 17:32:36.822,7845.658886,130.760981,1.778021,2.947651,36.475651,21.83883,0.153067,0.093929,0.125121,0.062079,0.244099,0.138577,0.493913,0.048313,0.252842,0.478317,0.028374,0.017043,0.021279,0.017314,0.015492,0.257072,0.012279,0.022174,0.059034,0.022284,0.006486,0.006062,0.006125,0.006174,0.006309,0.023651,0.005608,0.005902,0.008451,0.005955,9.149865,6.997943,36.173091,19.495123,4.211371,3.540936,6.218619,6.974335,2.050431,2.011338,4.002737,4.808616,0,Normal,,0,0.004408568234620436,0,0,False,"(6198.0869999999995, 7875.089]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:32:41.223,7904.863897,131.747732,1.692088,2.949863,36.499798,21.851822,0.205957,0.104975,0.086933,0.050818,0.337144,0.145896,0.679109,0.053621,0.10477,0.383083,0.057524,0.048883,0.038042,0.036361,0.030907,0.386573,0.024241,0.034134,0.061562,0.034183,0.006788,0.008002,0.006736,0.007684,0.005868,0.030734,0.006079,0.006428,0.007616,0.006992,9.557401,7.924075,37.680582,20.492238,5.1149,3.791316,6.599843,7.336966,1.909513,1.858863,3.67924,4.400556,0,Normal,,0,0.008469551369777117,0,0,False,"(7875.089, 7907.97]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:32:45.621,7848.399825,130.806664,1.402463,2.973242,36.546769,21.873512,0.23203,0.059448,0.108077,0.053366,0.404868,0.068733,0.836783,0.085082,0.197966,0.213999,0.075675,0.055239,0.048687,0.051764,0.044339,0.342028,0.037504,0.041113,0.070542,0.044981,0.0088,0.007972,0.007673,0.008382,0.006784,0.030067,0.006405,0.007267,0.009646,0.007965,11.357589,9.124921,42.41263,24.751168,5.548373,4.05369,6.904534,7.747964,2.169046,2.114152,4.181302,5.013365,0,Normal,,0,-0.0016239627542086188,0,0,False,"(6198.0869999999995, 7875.089]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:32:50.022,7881.979015,131.366317,1.357906,2.95239,36.558016,21.860509,0.111813,0.064106,0.077674,0.059552,0.411034,0.073945,0.765699,0.166918,0.390993,0.183175,0.024655,0.022236,0.023797,0.025165,0.019035,0.361744,0.012528,0.029492,0.060426,0.031423,0.004679,0.004677,0.004047,0.003655,0.004369,0.004518,0.003865,0.003869,0.004084,0.007173,11.002254,8.387245,35.466067,21.353267,4.484534,3.498415,5.993974,6.478664,2.165802,2.12245,4.182054,4.948147,0,Normal,,0,-0.002085980539316079,0,0,False,"(7875.089, 7907.97]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:32:54.438,7856.206089,130.936768,1.437473,2.969451,36.574544,21.86542,0.225771,0.083406,0.116434,0.078861,0.417715,0.046591,0.793676,0.256558,0.633562,0.254481,0.042804,0.034535,0.036466,0.030592,0.030249,0.41769,0.017199,0.031814,0.079916,0.041224,0.008824,0.00746,0.00784,0.007497,0.007892,0.034322,0.008303,0.007129,0.010374,0.008104,13.366382,11.562805,49.750371,28.315511,5.754667,4.339383,7.415858,8.119951,2.298697,2.233177,4.420847,5.299145,0,Normal,,0,0.002535111614993868,0,0,False,"(6198.0869999999995, 7875.089]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:32:58.818,7897.330715,131.622179,1.727098,2.946072,36.593992,21.868852,0.228903,0.061478,0.129716,0.063329,0.499434,0.053519,0.751235,0.272909,0.718001,0.235127,0.030371,0.01625,0.026381,0.0161,0.020258,0.29162,0.012186,0.029853,0.06484,0.024469,0.009111,0.01068,0.008956,0.010056,0.009334,0.009775,0.009463,0.009353,0.009962,0.010088,12.24668,8.605503,35.545105,21.5964,4.633646,3.792021,6.470676,7.08772,2.127338,2.053977,4.047701,4.848445,0,Normal,,0,0.004073153806008811,0,0,False,"(7875.089, 7907.97]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:33:03.219,7903.882434,131.731374,1.809848,2.947335,36.611006,21.870188,0.110994,0.064592,0.098762,0.071123,0.440605,0.127629,0.660795,0.377383,0.669818,0.250592,0.021742,0.016385,0.025508,0.019315,0.014501,0.348833,0.009766,0.027349,0.062419,0.025168,0.004761,0.005803,0.007066,0.005347,0.005779,0.005382,0.005428,0.005762,0.005354,0.005717,11.181523,8.177897,33.689511,20.32607,4.341938,3.428995,5.759473,6.235564,2.023723,1.976776,3.941459,4.739989,0,Normal,,0,0.005144857053835938,0,0,False,"(7875.089, 7907.97]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:33:07.621,7909.452348,131.824206,1.453386,2.967555,36.662857,21.84361,0.108952,0.063287,0.104621,0.061311,0.423391,0.132725,0.610763,0.368796,0.637354,0.331733,0.050798,0.039441,0.048165,0.040573,0.028607,0.33703,0.022994,0.035496,0.070779,0.033647,0.008571,0.009461,0.009225,0.009629,0.006136,0.028311,0.008408,0.0098,0.00951,0.009082,11.104027,7.382502,28.39087,18.494574,5.160945,3.849254,7.083396,7.889162,2.243939,2.174963,4.354495,5.207887,0,Normal,,0,0.0038887026466960517,0,0,False,"(7907.97, 8068.484]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:33:12.019,7912.865644,131.881094,1.672992,2.955234,36.677267,21.868549,0.121475,0.072141,0.143971,0.058963,0.500728,0.105342,0.596221,0.329997,0.580038,0.316921,0.056028,0.041574,0.070079,0.051579,0.030055,0.400452,0.028737,0.029306,0.079586,0.038858,0.008943,0.007176,0.010743,0.008669,0.007316,0.032282,0.008273,0.007466,0.012783,0.007744,12.369372,10.52575,42.333366,29.659342,5.747155,4.235726,7.120835,7.966715,2.248294,2.185537,4.333012,5.190718,0,Normal,,0,0.005729993912248377,0,0,False,"(7907.97, 8068.484]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:33:16.423,7879.779939,131.329666,1.497944,2.968187,36.710307,21.878725,0.212722,0.076781,0.139335,0.049894,0.341081,0.054547,0.403688,0.268905,0.454823,0.141693,0.079983,0.047113,0.051578,0.060162,0.045675,0.360165,0.032016,0.023864,0.066845,0.050049,0.009467,0.008491,0.00865,0.008822,0.006928,0.029073,0.006739,0.006755,0.010399,0.009907,10.084903,8.235886,31.786572,19.056014,5.875612,4.349939,7.848987,8.980707,2.326345,2.198784,4.466789,5.330216,0,Normal,,0,0.0069791227860396265,0,0,False,"(7875.089, 7907.97]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:33:20.817,7865.191726,131.086529,1.135117,2.991882,36.725403,21.856688,0.230548,0.086167,0.237697,0.06179,0.479215,0.049879,0.570589,0.40593,0.530977,0.103018,0.124142,0.042208,0.044982,0.066207,0.072484,0.458956,0.053996,0.033687,0.094457,0.053246,0.013908,0.008217,0.009993,0.009877,0.010833,0.039676,0.010263,0.008157,0.013111,0.009075,12.526238,10.581824,42.287375,25.43398,7.070358,4.970469,8.657847,10.036985,2.604224,2.54231,4.968832,6.051572,0,Normal,,0,-0.005228429018169778,0,0,False,"(6198.0869999999995, 7875.089]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:33:25.224,7874.95619,131.24927,1.752559,2.944808,36.75343,21.838138,0.163292,0.104269,0.254545,0.070434,0.474089,0.07726,0.55633,0.470068,0.520479,0.11562,0.124224,0.067398,0.069372,0.071333,0.091439,0.496002,0.063035,0.047179,0.099306,0.0594,0.011959,0.009001,0.008637,0.009137,0.011701,0.041055,0.008362,0.008847,0.010258,0.008636,12.629391,12.412777,53.615974,30.034111,7.587576,5.173821,8.852904,10.197959,2.478872,2.362379,4.651453,5.649104,0,Normal,,0,0.001996882527431909,0,0,False,"(6198.0869999999995, 7875.089]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:33:29.623,7910.122215,131.83537,1.704819,2.950495,36.776159,21.864482,0.150552,0.094044,0.247583,0.066434,0.302992,0.061281,0.322807,0.453949,0.280601,0.075558,0.072084,0.067372,0.07814,0.069428,0.040576,0.283205,0.040661,0.028284,0.069609,0.05196,0.009841,0.009241,0.00923,0.009759,0.007821,0.027478,0.007891,0.007652,0.008557,0.008852,8.775091,7.971178,31.885477,20.683342,4.947514,3.60607,6.395256,6.979141,2.222691,2.16317,4.342777,5.147189,0,Normal,,0,0.01486339849735896,0,0,False,"(7907.97, 8068.484]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:33:34.022,7887.041049,131.450684,1.590242,2.958393,36.744311,21.857359,0.212607,0.079806,0.180644,0.0657,0.280422,0.035933,0.281184,0.406823,0.222133,0.096954,0.096954,0.064155,0.064589,0.077453,0.046497,0.383291,0.053195,0.030447,0.06993,0.052389,0.011064,0.009228,0.009184,0.008874,0.008135,0.030984,0.009144,0.008031,0.009032,0.007897,8.425585,8.779963,35.041032,22.414765,5.505134,3.915943,6.726164,7.523363,1.984482,1.941556,3.815783,4.587083,0,Normal,,0,0.015188084072766728,0,0,False,"(7875.089, 7907.97]","(1.499, 1.67]","(34.421, 36.997]"
2020-12-02 17:33:38.422,7878.067558,131.301126,1.720732,2.947019,36.758816,21.850614,0.161572,0.099735,0.283821,0.084881,0.373271,0.043544,0.165307,0.529455,0.362581,0.301576,0.073692,0.075435,0.121672,0.096683,0.074777,0.509071,0.069577,0.050044,0.096635,0.06569,0.011294,0.010319,0.01308,0.010514,0.009945,0.03968,0.009901,0.007817,0.012551,0.008511,11.899812,11.69784,53.610993,29.483128,6.490092,4.407299,7.453281,8.168921,2.221444,2.154341,4.27207,5.124453,0,Normal,,0,0.01538128097252811,0,0,False,"(7875.089, 7907.97]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:33:42.823,7912.140942,131.869016,1.679357,2.954602,36.818223,21.880104,0.20477,0.107361,0.221834,0.081138,0.279459,0.058928,0.065788,0.446086,0.505129,0.441045,0.095798,0.083841,0.082841,0.08288,0.060135,0.462675,0.060073,0.041101,0.084188,0.061897,0.011622,0.009928,0.009645,0.010911,0.009458,0.037087,0.008688,0.007933,0.01001,0.009703,11.601136,10.430142,46.316789,27.907311,6.121524,4.266982,7.127099,7.938175,2.216752,2.131767,4.215292,5.073772,0,Normal,,0,0.014303456350350907,0,0,False,"(7907.97, 8068.484]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:33:47.219,7892.527312,131.542122,0.969618,3.000412,36.830116,21.872193,0.165019,0.102968,0.26788,0.105855,0.210305,0.120518,0.299529,0.347308,0.435805,0.406109,0.081803,0.071339,0.089509,0.079679,0.054484,0.460419,0.054602,0.041026,0.086268,0.054375,0.009088,0.00931,0.011798,0.009153,0.008666,0.037976,0.007389,0.00677,0.011417,0.00786,13.479135,11.610529,55.733978,32.362054,5.886179,3.892192,6.286256,6.811545,1.997282,1.94462,3.799848,4.60318,0,Normal,,0,-0.009153695455339506,0,0,False,"(7875.089, 7907.97]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:33:51.618,7939.24161,132.320693,1.844857,2.94386,36.852571,21.886435,0.220189,0.111972,0.209358,0.112884,0.179949,0.216351,0.490737,0.35134,0.302191,0.540892,0.061247,0.051704,0.062112,0.056011,0.042673,0.402673,0.036276,0.032866,0.074377,0.043336,0.009546,0.008603,0.009642,0.008567,0.008278,0.03362,0.00817,0.007355,0.011646,0.007836,12.956241,10.649088,51.1448,32.869311,5.42231,3.983591,6.534641,7.178527,2.227188,2.172483,4.257133,5.119595,0,Normal,,0,0.0026176921571827716,0,0,False,"(7907.97, 8068.484]","(1.67, 1.863]","(34.421, 36.997]"
2020-12-02 17:33:56.018,7901.27444,131.687907,1.217867,2.9843,36.872472,21.84968,0.177027,0.108438,0.229025,0.104591,0.175125,0.262042,0.543464,0.366564,0.129653,0.475251,0.070687,0.07135,0.078099,0.069507,0.047736,0.361423,0.041184,0.032386,0.080404,0.049026,0.008764,0.009302,0.00879,0.008794,0.007866,0.029343,0.00731,0.007872,0.00833,0.007753,11.952794,9.878511,44.903608,30.708038,5.07878,3.579868,5.89303,6.400297,2.052135,1.977617,3.945593,4.69515,0,Normal,,0,-0.0029261713722587013,0,0,False,"(7875.089, 7907.97]","(0.609, 1.499]","(34.421, 36.997]"
2020-12-02 17:34:00.478,7891.434785,131.523913,1.647531,2.95397,36.878675,21.862245,0.144659,0.085378,0.198546,0.093611,0.270714,0.33899,0.626533,0.494559,0.273997,0.577175,0.01936,0.017793,0.036355,0.019656,0.012691,0.406017,0.01169,0.023976,0.071424,0.021589,0.007147,0.008773,0.007611,0.0086,0.007217,0.034836,0.007009,0.007613,0.010342,0.008468,12.687093,8.71055,43.1834,27.590059,4.42218,3.289996,5.53611,5.912201,2.093915,2.063807,4.078609,4.868839,0,Normal,,0,0.005740730869407962,0,0,False,"(7875.089, 7907.97]","(1.499, 1.67]","(34.421, 36.997]"
2020-12-02 17:34:04.820,7960.539929,132.675665,1.685723,2.952074,36.920026,21.854236,0.17934,0.097536,0.168279,0.065831,0.241937,0.24889,0.624163,0.509091,0.386862,0.43328,0.018452,0.018321,0.029807,0.015147,0.010926,0.339916,0.011281,0.021912,0.053546,0.020075,0.008454,0.008305,0.00944,0.008509,0.00744,0.009611,0.007558,0.00831,0.00823,0.008527,10.828812,8.375897,35.208518,21.219806,3.760437,2.854995,4.926691,5.286045,1.961559,1.937277,3.871338,4.604967,0,Normal,,0,0.013192156567175872,0,0,False,"(7907.97, 8068.484]","(1.67, 1.863]","(34.421, 36.997]"
